,SID,WID,WORD,PARENT,RID,RELATION,lemma,upos,xpos,feats,deps,misc
2629,136,7,halka,8.0,26.0,nmod:poss,halk,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
2630,136,8,halini,9.0,29.0,obj,hal,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
2631,136,9,aldı,0.0,35.0,root,al,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,
2632,136,10,ve,19.0,8.0,cc,ve,CCONJ,CCONJ,,,
2633,136,11,nihayetinde,19.0,30.0,obl,nihayet,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
2634,136,12,ayı,13.0,29.0,obj,ay,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing'}",,
2635,136,13,oluşturmak,19.0,37.0,xcomp,oluştur,VERB,VN,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Fut', 'VerbForm': 'Vnoun', 'Voice': 'Cau'}",,
2636,136,14,üzere,13.0,7.0,case,üzere,ADP,IN,,,
2637,136,15,yerçekimi,18.0,26.0,nmod,yerçekim,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
2638,136,16,ile,15.0,7.0,case,ile,ADP,IN,,,
2639,136,17,bir,18.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
2640,136,18,araya,19.0,30.0,obl,ara,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
2641,136,19,getirildi,9.0,12.0,conj,getir,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Voice': 'Pass'}",,{'SpaceAfter': 'No'}
2642,136,20,.,19.0,33.0,punct,.,PUNCT,.,,,
2643,137,1,Yine,7.0,3.0,advmod,yine,ADV,RB,,,
2644,137,2,de,1.0,3.0,advmod:emph,de,ADV,RB,,,
2645,137,3,hâlâ,4.0,3.0,advmod,hâlâ,ADV,RB,,,
2646,137,4,cevaplanamamış,6.0,1.0,acl,cevaplanama,VERB,VJ,"{'Aspect': 'Perf', 'Evident': 'Nfh', 'Mood': 'Pot', 'Number': 'Sing', 'Person': '3', 'Polarity': 'Neg', 'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",,
2647,137,5,bazı,6.0,16.0,det,bazı,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
2648,137,6,sorular,7.0,27.0,nsubj,soru,NOUN,NN,"{'Case': 'Nom', 'Number': 'Plur'}",,
2649,137,7,var,0.0,35.0,root,var,ADJ,JJ,{'Polarity': 'Pos'},,{'SpaceAfter': 'No'}
2650,137,8,.,7.0,33.0,punct,.,PUNCT,.,,,
2651,138,1,Chapel,4.0,26.0,nmod:poss,Chapel,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
2652,138,2,Hill'in,1.0,21.0,flat,Hill,PROPN,PROPN,"{'Case': 'Gen', 'Number': 'Sing'}",,{'Proper': 'True'}
2653,138,3,hemen,4.0,3.0,advmod,hemen,ADV,RB,,,
2655,138,4,dışında,7.0,4.0,amod,dış,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
2656,138,5,ki,4.0,7.0,case,ki,ADP,JJ,,,
2657,138,6,Hillsborough,7.0,26.0,nmod,Hillsborough,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
2658,138,7,kasabasından,8.0,26.0,nmod:poss,kasaba,NOUN,NN,"{'Case': 'Abl', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
2659,138,8,biri,16.0,27.0,nsubj,biri,PRON,PRI,"{'Number': 'Sing', 'Polarity': 'Pos'}",,
2660,138,9,geçen,10.0,4.0,amod,geçen,ADJ,JJ,"{'Number': 'Sing', 'Polarity': 'Pos'}",,
2661,138,10,ay,16.0,30.0,obl,ay,NOUN,NN,{'Number': 'Sing'},,
2662,138,11,Cumhuriyetçi,12.0,4.0,amod,cumhuriyetçi,NOUN,NN,{'Number': 'Sing'},,{'Proper': 'True'}
2663,138,12,Parti,14.0,11.0,compound,parti,NOUN,NN,{'Number': 'Sing'},,{'Proper': 'True'}
2664,138,13,genel,14.0,4.0,amod,genel,ADJ,JJ,{'Number': 'Sing'},,
2665,138,14,merkezini,16.0,29.0,obj,merkez,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing'}",,
2666,138,15,ateşe,16.0,23.0,iobj,ateşe,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
2667,138,16,verdi,0.0,35.0,root,ver,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
2668,138,17,.,16.0,33.0,punct,.,PUNCT,.,,,
2669,139,1,Kuzey,2.0,11.0,compound,Kuzey,NOUN,NN,{'Number': 'Sing'},,{'Proper': 'True'}
2670,139,2,Carolina,10.0,27.0,nsubj,Carolina,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,"{'Proper': 'True', 'SpaceAfter': 'No'}"
2671,139,3,",",2.0,33.0,punct,",",PUNCT,",",,,
2672,139,4,2013,5.0,28.0,nummod,2013,NUM,CD,"{'Number': 'Sing', 'NumType': 'Ord'}",,
2673,139,5,yılında,10.0,30.0,obl,yıl,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
2674,139,6,kısıtlayıcı,9.0,4.0,amod,kısıtlayıcı,ADJ,VJ,"{'Number': 'Sing', 'Polarity': 'Pos'}",,
2675,139,7,oy,8.0,26.0,nmod:poss,oy,NOUN,NN,{'Number': 'Sing'},,
2676,139,8,hakları,9.0,11.0,compound,hak,NOUN,NN,"{'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
2677,139,9,kanununu,10.0,29.0,obj,kanun,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
2678,139,10,kabul,25.0,2.0,advcl,kabul,NOUN,NN,{'Number': 'Sing'},,
2679,139,11,ettikten,10.0,11.0,compound:lvc,et,NOUN,VN,"{'Case': 'Abl', 'Number': 'Sing', 'Polarity': 'Pos'}",,
2680,139,12,sonra,10.0,7.0,case,sonra,ADP,IN,,,{'SpaceAfter': 'No'}
2681,139,13,",",10.0,33.0,punct,",",PUNCT,",",,,
2682,139,14,Campbell,25.0,27.0,nsubj,Campbell,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,{'Proper': 'True'}
2683,139,15,insanlara,22.0,23.0,iobj,insan,NOUN,NN,"{'Case': 'Dat', 'Number': 'Plur'}",,
2684,139,16,kayıt,17.0,29.0,obj,kayıt,NOUN,NN,{'Number': 'Sing'},,
2686,139,17,yaparken,19.0,4.0,amod,yap,ADV,CRB,,,
2687,139,18,ki,17.0,7.0,case,ki,ADP,JJ,,,
2688,139,19,zorlukları,21.0,29.0,obj,zorluk,NOUN,NN,{'Number': 'Plur'},,
2689,139,20,nasıl,21.0,3.0,advmod,nasıl,ADV,WRB,,,
2690,139,21,aşacaklarını,22.0,9.0,ccomp,aş,NOUN,VN,"{'Case': 'Acc', 'Number': 'Plur'}",,
2691,139,22,öğretmek,24.0,2.0,advcl,öğre,VERB,VN,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Fut', 'VerbForm': 'Vnoun'}",,
2692,139,23,için,22.0,7.0,case,için,ADP,IN,,,
2693,139,24,kiliselere,25.0,23.0,iobj,kilise,NOUN,NN,"{'Case': 'Dat', 'Number': 'Plur'}",,
2694,139,25,gitti,0.0,35.0,root,git,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
2695,139,26,.,25.0,33.0,punct,.,PUNCT,.,,,
2696,140,1,Tartışmaların,2.0,27.0,nsubj,Tartışma,NOUN,VN,"{'Case': 'Gen', 'Number': 'Plur', 'Polarity': 'Pos'}",,
2697,140,2,patlamadığı,3.0,1.0,acl,patla,ADJ,VJ,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Neg'}",,
2698,140,3,yerlerde,14.0,30.0,obl,yer,NOUN,NN,"{'Case': 'Loc', 'Number': 'Plur'}",,
2699,140,4,ve,9.0,8.0,cc,ve,CCONJ,CCONJ,,,
2700,140,5,yeni,6.0,4.0,amod,yeni,ADJ,JJ,{'Number': 'Sing'},,
2701,140,6,fikirlerin,9.0,26.0,nmod:poss,fikir,NOUN,NN,"{'Case': 'Gen', 'Number': 'Plur'}",,
2702,140,7,eski,8.0,4.0,amod,eski,ADJ,JJ,{'Number': 'Sing'},,
2703,140,8,fikirlerle,9.0,30.0,obl,fikir,NOUN,NN,"{'Case': 'Ins', 'Number': 'Plur'}",,
2704,140,9,kesişimlerinde,3.0,12.0,conj,kesişimler,NOUN,NN,"{'Case': 'Loc', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
2705,140,10,seçimin,11.0,26.0,nmod:poss,seçim,NOUN,NN,"{'Case': 'Gen', 'Number': 'Sing'}",,
2707,140,11,etrafında,13.0,4.0,amod,etraf,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
2708,140,12,ki,11.0,7.0,case,ki,ADP,JJ,,,
2709,140,13,etkilerini,14.0,29.0,obj,etki,NOUN,NN,"{'Case': 'Acc', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
2710,140,14,hissedebiliyordu,0.0,35.0,root,hissedebil,VERB,VB,"{'Aspect': 'Prog', 'Mood': 'Pot', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
2711,140,15,.,14.0,33.0,punct,.,PUNCT,.,,,
2712,141,1,Ekonomik,2.0,4.0,amod,ekonomik,ADJ,JJ,{'Number': 'Sing'},,
2713,141,2,verilerle,5.0,26.0,nmod:poss,veri,NOUN,NN,"{'Case': 'Ins', 'Number': 'Plur'}",,
2714,141,3,siyasi,4.0,4.0,amod,siyasi,ADJ,JJ,{'Number': 'Sing'},,
2715,141,4,retorik,2.0,12.0,conj,retorik,NOUN,NN,{'Number': 'Sing'},,
2717,141,5,arasında,8.0,4.0,amod,ara,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
2718,141,6,ki,5.0,7.0,case,ki,ADP,JJ,,,
2719,141,7,bu,8.0,16.0,det,bu,DET,DT,"{'Definite': 'Def', 'Polarity': 'Pos'}",,
2720,141,8,uyuşmazlık,10.0,14.0,csubj,uyuşmazlık,NOUN,VN,"{'Case': 'Nom', 'Number': 'Sing', 'Polarity': 'Neg'}",,
2721,141,9,bize,10.0,30.0,obl,biz,PRON,PRP,"{'Case': 'Dat', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Pos'}",,
2722,141,10,yabacı,0.0,35.0,root,yabaç,NOUN,NN,{'Number': 'Sing'},,
2723,141,11,değil,10.0,12.0,conj,değil,VERB,VB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Polarity': 'Neg', 'Tense': 'Pres'}",,
2724,141,12,veya,10.0,8.0,cc,veya,CCONJ,CCONJ,,,{'ToDo': 'cc-without-conj'}
2725,141,13,olmamalı,10.0,13.0,cop,ol,AUX,VB,"{'Mood': 'Nec', 'Number': 'Sing', 'Person': '3', 'Polarity': 'Neg', 'Tense': 'Pres'}",,{'SpaceAfter': 'No'}
2726,141,14,.,10.0,33.0,punct,.,PUNCT,.,,,
2727,142,1,Cumhuriyetçi,2.0,4.0,amod,cumhuriyetçi,NOUN,NN,{'Number': 'Sing'},,
2728,142,2,iktisatçılar,16.0,27.0,nsubj,iktisatçı,NOUN,NN,"{'Case': 'Nom', 'Number': 'Plur'}",,{'SpaceAfter': 'No'}
2729,142,3,",",2.0,33.0,punct,",",PUNCT,",",,,
2730,142,4,bu,5.0,16.0,det,bu,DET,DT,"{'Definite': 'Def', 'Polarity': 'Pos'}",,
2731,142,5,verilerin,14.0,27.0,nsubj,veri,NOUN,NN,"{'Case': 'Gen', 'Number': 'Plur'}",,
2732,142,6,partilerinin,9.0,27.0,nsubj,parti,NOUN,NN,"{'Case': 'Gen', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
2733,142,7,ekonomik,8.0,4.0,amod,ekonomik,ADJ,JJ,{'Number': 'Sing'},,
2734,142,8,politikada,9.0,30.0,obl,politikada,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
2735,142,9,berbat,12.0,26.0,nmod:poss,berbat,ADJ,JJ,{'Number': 'Sing'},,
2736,142,10,olduğunun,9.0,13.0,cop,ol,AUX,VN,"{'Case': 'Gen', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
2737,142,11,bir,12.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
2738,142,12,kanıtı,14.0,2.0,advcl,kanıt,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
2739,142,13,olarak,12.0,13.0,cop,ol,AUX,CRB,{'Polarity': 'Pos'},,
2740,142,14,görülmemesine,16.0,23.0,iobj,görülme,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Dat', 'Mood': 'Ind', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Neg', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
2741,142,15,önem,16.0,29.0,obj,önem,NOUN,NN,{'Number': 'Sing'},,
2742,142,16,veriyor,0.0,35.0,root,ver,VERB,VB,"{'Aspect': 'Prog', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres'}",,{'SpaceAfter': 'No'}
2743,142,17,.,16.0,33.0,punct,.,PUNCT,.,,,
2744,143,1,"""",15.0,33.0,punct,"""",PUNCT,``,,,{'SpaceAfter': 'No'}
2745,143,2,Washington,5.0,26.0,nmod:poss,Washington,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
2746,143,3,ve,4.0,8.0,cc,ve,CCONJ,CCONJ,,,
2747,143,4,Lincoln,2.0,12.0,conj,Lincoln,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
2749,143,5,dönemlerinde,11.0,4.0,amod,dönem,NOUN,NN,"{'Case': 'Loc', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
2750,143,6,ki,5.0,7.0,case,ki,ADP,JJ,,,
2751,143,7,gayrisafi,10.0,4.0,amod,gayrisaif,ADJ,JJ,{'Number': 'Sing'},,
2752,143,8,yurt,9.0,26.0,nmod:poss,yurt,NOUN,NN,{'Number': 'Sing'},,
2753,143,9,içi,10.0,11.0,compound,iç,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
2754,143,10,hasıla,11.0,26.0,nmod:poss,hasıla,NOUN,NN,{'Number': 'Sing'},,
2755,143,11,büyümesi,12.0,27.0,nsubj,büyü,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Nom', 'Mood': 'Ind', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
2757,143,12,nasıl,15.0,9.0,ccomp,nasıl,ADV,WRB,,,
2758,143,13,dı,12.0,13.0,cop,i,AUX,AUX,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,
2759,143,14,",",12.0,33.0,punct,",",PUNCT,",",,,
2760,143,15,bilmiyorum,0.0,35.0,root,bil,VERB,VB,"{'Aspect': 'Prog', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Neg', 'Tense': 'Pres'}",,{'SpaceAfter': 'No'}
2761,143,16,",",29.0,33.0,punct,",",PUNCT,",",,,
2762,143,17,ancak,29.0,8.0,cc,ancak,ADV,RB,,,
2763,143,18,o,19.0,16.0,det,o,DET,DT,"{'Definite': 'Def', 'Polarity': 'Pos'}",,
2765,143,19,dönemlerde,22.0,4.0,amod,dönem,NOUN,NN,"{'Case': 'Loc', 'Number': 'Plur'}",,
2766,143,20,ki,19.0,7.0,case,ki,ADP,JJ,,,
2767,143,21,kurumsal,22.0,4.0,amod,kurumsal,ADJ,JJ,{'Number': 'Sing'},,
2768,143,22,gelişmeler,29.0,27.0,nsubj,geliş,NOUN,NN,"{'Number': 'Plur', 'Polarity': 'Pos'}",,
2769,143,23,büyük,24.0,4.0,amod,büyük,ADJ,JJ,{'Number': 'Sing'},,
2770,143,24,kapsamlı,28.0,4.0,amod,_,ADJ,JJ,{'Number': 'Sing'},,
2771,143,25,ve,27.0,8.0,cc,ve,CCONJ,CCONJ,,,
2772,143,26,uzun,27.0,4.0,amod,uzun,ADJ,JJ,{'Number': 'Sing'},,
2773,143,27,süreli,24.0,12.0,conj,_,ADJ,JJ,{'Number': 'Sing'},,
2774,143,28,etkilere,29.0,29.0,obj,_,NOUN,NN,"{'Case': 'Dat', 'Number': 'Plur'}",,
2775,143,29,sahip,15.0,12.0,conj,sahip,ADJ,JJ,{'Number': 'Sing'},,
2776,143,30,olmuştu,29.0,13.0,cop,ol,AUX,VB,"{'Aspect': 'Perf', 'Evident': 'Nfh', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pqp'}",,{'SpaceAfter': 'No'}
2777,143,31,.,29.0,33.0,punct,_,PUNCT,.,,,{'SpaceAfter': 'No'}
2778,143,32,"""",15.0,33.0,punct,_,PUNCT,'',,,
2779,144,1,Sulla,8.0,26.0,nmod:poss,Sulla,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
2780,144,2,ile,3.0,8.0,cc,ile,CCONJ,CCONJ,,,
2781,144,3,Trump,1.0,12.0,conj,Trump,PROPN,PROPN,{'Number': 'Sing'},,"{'Proper': 'True', 'SpaceAfter': 'No'}"
2782,144,4,",",5.0,33.0,punct,",",PUNCT,",",,,
2783,144,5,Roma,1.0,12.0,conj,Roma,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
2784,144,6,ve,7.0,8.0,cc,ve,CCONJ,CCONJ,,,
2785,144,7,ABD,1.0,12.0,conj,Abd,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
2786,144,8,arasında,0.0,35.0,root,ara,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
2787,144,9,benzerlikten,10.0,30.0,obl,benzerlikten,NOUN,NN,"{'Case': 'Abl', 'Number': 'Sing'}",,
2788,144,10,çok,12.0,3.0,advmod,çok,ADV,RB,,,
2789,144,11,farklılık,12.0,27.0,nsubj,farklılık,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing'}",,
2790,144,12,var,8.0,12.0,conj,var,ADJ,JJ,{'Polarity': 'Pos'},,{'SpaceAfter': 'No'}
2791,144,13,",",22.0,33.0,punct,",",PUNCT,",",,,
2792,144,14,ancak,22.0,8.0,cc,ancak,ADV,RB,,,
2793,144,15,bu,22.0,27.0,nsubj,bu,PRON,PRD,"{'Case': 'Nom', 'Definite': 'Def', 'Number': 'Sing', 'Polarity': 'Pos'}",,
2794,144,16,mevcut,17.0,4.0,amod,mevcut,ADJ,JJ,{'Number': 'Sing'},,
2795,144,17,benzerliklerin,19.0,27.0,nsubj,benzerlik,NOUN,NN,"{'Case': 'Gen', 'Number': 'Plur'}",,
2796,144,18,görmezden,19.0,2.0,advcl,görmez,NOUN,VN,"{'Case': 'Abl', 'Number': 'Sing', 'Polarity': 'Neg'}",,
2797,144,19,gelinmesi,22.0,37.0,xcomp,gelin,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Nom', 'Mood': 'Ind', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Tense': 'Pres', 'VerbForm': 'Vnoun', 'Voice': 'Pass'}",,
2798,144,20,için,19.0,7.0,case,için,ADP,IN,,,
2799,144,21,bir,22.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
2800,144,22,sebep,8.0,12.0,conj,sebep,NOUN,NN,{'Number': 'Sing'},,
2801,144,23,değil,22.0,6.0,aux,değil,AUX,NOMP,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Polarity': 'Neg', 'Tense': 'Pres'}",,{'SpaceAfter': 'No'}
2802,144,24,.,22.0,33.0,punct,.,PUNCT,.,,,
2803,145,1,Ayrıca,23.0,3.0,advmod,ayrıca,ADV,RB,,,{'SpaceAfter': 'No'}
2804,145,2,",",1.0,33.0,punct,",",PUNCT,",",,,
2805,145,3,"""",23.0,33.0,punct,"""",PUNCT,``,,,{'SpaceAfter': 'No'}
2806,145,4,Farklı,6.0,4.0,amod,farklı,ADJ,JJ,{'Number': 'Sing'},,
2807,145,5,bir,6.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
2808,145,6,şey,7.0,29.0,obj,şey,NOUN,NN,{'Number': 'Sing'},,
2809,145,7,yapmamız,8.0,14.0,csubj,yap,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Nom', 'Mood': 'Ind', 'Number[psor]': 'Plur', 'Person[psor]': '1', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
2810,145,8,gerektiğini,9.0,9.0,ccomp,gerek,NOUN,VN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
2811,145,9,söylediği,10.0,1.0,acl,söyle,ADJ,VJ,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
2812,145,10,yere,21.0,30.0,obl,yer,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
2813,145,11,-,14.0,33.0,punct,-,PUNCT,-,,,{'SpaceAfter': 'No'}
2814,145,12,daha,13.0,3.0,advmod,daha,ADV,RB,,,
2815,145,13,iyisini,14.0,29.0,obj,iyi,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing'}",,
2816,145,14,yapabiliriz,10.0,32.0,parataxis,yap,VERB,VB,"{'Aspect': 'Hab', 'Mood': 'GenPot', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres'}",,{'SpaceAfter': 'No'}
2817,145,15,-,14.0,33.0,punct,-,PUNCT,-,,,
2818,145,16,ve,21.0,8.0,cc,ve,CCONJ,CCONJ,,,
2819,145,17,pişmanlık,18.0,29.0,obj,pişmanlık,NOUN,NN,{'Number': 'Sing'},,
2820,145,18,duyduğunu,19.0,9.0,ccomp,duy,NOUN,VN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
2821,145,19,ifade,21.0,1.0,acl,ifade,NOUN,NN,{'Number': 'Sing'},,
2822,145,20,ettiği,19.0,11.0,compound:lvc,et,ADJ,VJ,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
2823,145,21,yere,22.0,30.0,obl,yer,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
2824,145,22,bakmanız,23.0,14.0,csubj,bakma,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Nom', 'Mood': 'Ind', 'Number[psor]': 'Plur', 'Person[psor]': '2', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
2825,145,23,gerekiyor,27.0,2.0,advcl,gerek,VERB,VB,"{'Aspect': 'Prog', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres'}",,{'SpaceAfter': 'No'}
2826,145,24,.,23.0,33.0,punct,_,PUNCT,.,,,{'SpaceAfter': 'No'}
2827,145,25,"""",23.0,33.0,punct,_,PUNCT,'',,,
2828,145,26,diye,23.0,7.0,case,diye,ADP,IN,,,
2829,145,27,ekledi,0.0,35.0,root,ekle,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
2830,145,28,.,27.0,33.0,punct,.,PUNCT,.,,,
2831,146,1,Ancak,19.0,3.0,advmod,ancak,ADV,RB,,,{'SpaceAfter': 'No'}
2832,146,2,",",1.0,33.0,punct,",",PUNCT,",",,,
2833,146,3,Clinton'ın,5.0,27.0,nsubj,Clinton,PROPN,PROPN,"{'Case': 'Gen', 'Number': 'Sing'}",,{'Proper': 'True'}
2834,146,4,First,5.0,4.0,amod,First,ADJ,JJ,{'Number': 'Sing'},,{'Proper': 'True'}
2835,146,5,Lady,8.0,26.0,nmod,Lady,NOUN,NN,{'Number': 'Sing'},,{'Proper': 'True'}
2836,146,6,olmasına,5.0,13.0,cop,ol,AUX,VN,"{'Aspect': 'Perf', 'Case': 'Dat', 'Mood': 'Ind', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
2837,146,7,dair,5.0,7.0,case,dair,ADP,IN,,,
2838,146,8,eleştiriler,13.0,27.0,nsubj,eleştiri,NOUN,NN,"{'Case': 'Nom', 'Number': 'Plur'}",,
2839,146,9,daha,11.0,3.0,advmod,daha,ADV,RB,,,
2840,146,10,da,9.0,3.0,advmod:emph,da,ADV,RB,,,
2841,146,11,küstah,12.0,4.0,amod,küstah,ADJ,JJ,{'Number': 'Sing'},,
2842,146,12,hale,13.0,30.0,obl,hal,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
2843,146,13,geldikçe,19.0,2.0,advcl,gel,ADV,CRB,,,{'SpaceAfter': 'No'}
2844,146,14,",",13.0,33.0,punct,",",PUNCT,",",,,
2845,146,15,Karel,19.0,27.0,nsubj,Karel,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
2846,146,16,daha,17.0,3.0,advmod,daha,ADV,RB,,,
2847,146,17,anlayışlı,19.0,9.0,ccomp,anlayışlı,ADJ,JJ,{'Number': 'Sing'},,
2848,146,18,olmaya,17.0,13.0,cop,ol,AUX,VN,"{'Aspect': 'Perf', 'Case': 'Dat', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
2849,146,19,başladı,0.0,35.0,root,başla,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
2850,146,20,.,19.0,33.0,punct,.,PUNCT,.,,,
2851,147,1,Donald,3.0,26.0,nmod:poss,Donald,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
2852,147,2,Trump,1.0,21.0,flat,Trump,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
2853,147,3,taklitçisi,19.0,27.0,nsubj,taklitçi,NOUN,NN,{'Number': 'Sing'},,
2854,147,4,John,3.0,5.0,appos,John,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
